name,mass,year,lat,lng,recclass,group,fall,id
Asuka 881734,21.89,1988,-72.0,26.0,L6,Stony,Found,4443
Asuka 881735,32.06,1988,-72.0,26.0,L6,Stony,Found,4444
Asuka 881737,13.57,1988,-72.0,26.0,L3,Stony,Found,4446
Asuka 881738,530.84,1988,-72.0,26.0,L6,Stony,Found,4447
Asuka 881739,23.09,1988,-72.0,26.0,H6,Stony,Found,4448
Asuka 881740,124.95,1988,-72.0,26.0,LL6,Stony,Found,4449
Asuka 881742,916.75,1988,-72.0,26.0,LL3,Stony,Found,4451
Asuka 881743,37.06,1988,-72.0,26.0,LL3,Stony,Found,4452
Asuka 881744,28.48,1988,-72.0,26.0,H6,Stony,Found,4453
Asuka 881745,72.47,1988,-72.0,26.0,H5,Stony,Found,4454
Asuka 881746,115.54,1988,-72.0,26.0,H6,Stony,Found,4455
Asuka 881747,166.55,1988,-72.0,26.0,Eucrite-mmict,Stony,Found,4456
Asuka 881748,13.57,1988,-72.0,26.0,L4,Stony,Found,4457
Asuka 881749,25.24,1988,-72.0,26.0,L3,Stony,Found,4458
Asuka 881750,15.2,1988,-72.0,26.0,H6,Stony,Found,4459
Asuka 881751,11.94,1988,-72.0,26.0,L6,Stony,Found,4460
Asuka 881752,10.57,1988,-72.0,26.0,H5,Stony,Found,4461
Asuka 881753,180.08,1988,-72.0,26.0,H4,Stony,Found,4462
Asuka 881754,46.75,1988,-72.0,26.0,L3,Stony,Found,4463
Asuka 881755,16.94,1988,-72.0,26.0,L6,Stony,Found,4464
Asuka 881757,442.12,1988,-72.8333,24.5,Lunar (gabbro),Stony,Found,4466
Asuka 881758,42.47,1988,-72.0,26.0,H4,Stony,Found,4467
Asuka 881759,14.25,1988,-72.0,26.0,LL3,Stony,Found,4468
Asuka 881760,81.93,1988,-72.0,26.0,H5,Stony,Found,4469
Asuka 881761,32.7,1988,-72.0,26.0,H6,Stony,Found,4470
Asuka 881763,11.51,1988,-72.0,26.0,L6,Stony,Found,4472
Asuka 881764,30.99,1988,-72.0,26.0,L6,Stony,Found,4473
Asuka 881765,53.49,1988,-72.0,26.0,H5,Stony,Found,4474
Asuka 881766,17.96,1988,-72.0,26.0,H4,Stony,Found,4475
Asuka 881767,608.73,1988,-72.0,26.0,H5,Stony,Found,4476
Asuka 881768,524.99,1988,-72.0,26.0,H4,Stony,Found,4477
Asuka 881769,1079.28,1988,-72.0,26.0,L4,Stony,Found,4478
Asuka 881770,310.0,1988,-72.0,26.0,L3,Stony,Found,4479
Asuka 881771,51.95,1988,-72.0,26.0,L6,Stony,Found,4480
Asuka 881772,12.22,1988,-72.0,26.0,H5,Stony,Found,4481
Asuka 881773,450.61,1988,-72.0,26.0,H4,Stony,Found,4482
Asuka 881774,207.67,1988,-72.0,26.0,H4,Stony,Found,4483
Asuka 881775,474.75,1988,-72.0,26.0,H4,Stony,Found,4484
Asuka 881776,44.43,1988,-72.0,26.0,H6,Stony,Found,4485
Asuka 881777,55.24,1988,-72.0,26.0,L6,Stony,Found,4486
Asuka 881778,59.03,1988,-72.0,26.0,H4,Stony,Found,4487
Asuka 881780,100.53,1988,-72.0,26.0,H4,Stony,Found,4489
Asuka 881782,496.56,1988,-72.0,26.0,H5,Stony,Found,4491
Asuka 881783,20.69,1988,-72.0,26.0,H4,Stony,Found,4492
Asuka 881784,445.32,1988,-72.0,26.0,H4,Stony,Found,4493
Asuka 881785,8121.0,1988,-72.0,26.0,H4,Stony,Found,4494
Asuka 881786,52.66,1988,-72.0,26.0,H6,Stony,Found,4495
Asuka 881787,880.57,1988,-72.0,26.0,H4,Stony,Found,4496
Asuka 881789,272.39,1988,-72.0,26.0,H4,Stony,Found,4498
Asuka 881790,964.65,1988,-72.0,26.0,L6,Stony,Found,4499
Asuka 881791,448.78,1988,-72.0,26.0,H4,Stony,Found,4500
Asuka 881792,32.57,1988,-72.0,26.0,H4,Stony,Found,4501
Asuka 881793,76.37,1988,-72.0,26.0,H4,Stony,Found,4502
Asuka 881794,410.04,1988,-72.0,26.0,H4,Stony,Found,4503
Asuka 881795,768.89,1988,-72.0,26.0,H4,Stony,Found,4504
Asuka 881796,820.52,1988,-72.0,26.0,H4,Stony,Found,4505
Asuka 881797,360.97,1988,-72.0,26.0,H4,Stony,Found,4506
Asuka 881798,373.68,1988,-72.0,26.0,H4,Stony,Found,4507
Asuka 881800,138.69,1988,-72.0,26.0,LL6,Stony,Found,4509
Asuka 881801,31.21,1988,-72.0,26.0,LL4,Stony,Found,4510
Asuka 881802,45.29,1988,-72.0,26.0,H6,Stony,Found,4511
Asuka 881803,32.022,1988,-72.0,26.0,H6,Stony,Found,4512
Asuka 881804,23.74,1988,-72.0,26.0,L6,Stony,Found,4513
Asuka 881805,27.64,1988,-72.0,26.0,L6,Stony,Found,4514
Asuka 881806,794.29,1988,-72.0,26.0,L6,Stony,Found,4515
Asuka 881807,336.48,1988,-72.0,26.0,H6,Stony,Found,4516
Asuka 881808,154.76,1988,-72.0,26.0,LL3,Stony,Found,4517
Asuka 881809,182.13,1988,-72.0,26.0,LL3,Stony,Found,4518
Asuka 881810,641.0,1988,-72.0,26.0,H3,Stony,Found,4519
Asuka 881811,36.11,1988,-72.0,26.0,LL3,Stony,Found,4520
Asuka 881812,156.77,1988,-72.0,26.0,H4,Stony,Found,4521
Asuka 881813,296.96,1988,-72.0,26.0,L6,Stony,Found,4522
Asuka 881814,1688.57,1988,-72.0,26.0,LL4,Stony,Found,4523
Asuka 881815,58.86,1988,-72.0,26.0,H4,Stony,Found,4524
Asuka 881816,108.62,1988,-72.0,26.0,H4,Stony,Found,4525
Asuka 881817,156.56,1988,-72.0,26.0,H5,Stony,Found,4526
Asuka 881819,649.23,1988,-72.0,26.0,Eucrite,Stony,Found,4528
Asuka 881820,761.68,1988,-72.0,26.0,Eucrite-pmict,Stony,Found,4529
Asuka 881821,456.69,1988,-72.0,26.0,Eucrite-pmict,Stony,Found,4530
Asuka 881828,32.84,1988,-72.0,26.0,E6,Stony,Found,4537
Asuka 881829,520.52,1988,-72.0,26.0,H5,Stony,Found,4538
Asuka 881830,97.08,1988,-72.0,26.0,H6,Stony,Found,4539
Asuka 881831,224.08,1988,-72.0,26.0,H6,Stony,Found,4540
Asuka 881832,3078.02,1988,-72.0,26.0,LL6,Stony,Found,4541
Asuka 881833,264.83,1988,-72.0,26.0,L6,Stony,Found,4542
Asuka 881834,76.86,1988,-72.0,26.0,L6,Stony,Found,4543
Asuka 881835,210.06,1988,-72.0,26.0,H5,Stony,Found,4544
Asuka 881836,218.3,1988,-72.0,26.0,LL4,Stony,Found,4545
Asuka 881837,55.57,1988,-72.0,26.0,LL3,Stony,Found,4546
Asuka 881838,80.36,1988,-72.0,26.0,Diogenite,Stony,Found,4547
Asuka 881839,39.62,1988,-72.0,26.0,Diogenite,Stony,Found,4548
Asuka 881841,58.87,1988,-72.0,26.0,LL3,Stony,Found,4550
Asuka 881843,51.53,1988,-72.0,26.0,L4,Stony,Found,4552
Asuka 881844,130.71,1988,-72.0,26.0,H5,Stony,Found,4553
Asuka 881845,40.76,1988,-72.0,26.0,LL4,Stony,Found,4554
Asuka 881846,13.23,1988,-72.0,26.0,H5,Stony,Found,4555
Asuka 881847,1279.71,1988,-72.0,26.0,H4,Stony,Found,4556
Asuka 881849,52.54,1988,-72.0,26.0,LL6,Stony,Found,4558
Asuka 881850,1024.01,1988,-72.0,26.0,L6,Stony,Found,4559
Asuka 881851,35.12,1988,-72.0,26.0,L4,Stony,Found,4560
Asuka 881852,14.75,1988,-72.0,26.0,H4,Stony,Found,4561
Asuka 881853,118.87,1988,-72.0,26.0,H5,Stony,Found,4562
Asuka 881854,171.3,1988,-72.0,26.0,L6,Stony,Found,4563
Asuka 881855,1343.04,1988,-72.0,26.0,H4,Stony,Found,4564
Asuka 881856,571.61,1988,-72.0,26.0,L4,Stony,Found,4565
Asuka 881857,1182.89,1988,-72.0,26.0,LL5,Stony,Found,4566
Asuka 881858,20.56,1988,-72.0,26.0,H6,Stony,Found,4567
Asuka 881859,64.04,1988,-72.0,26.0,H5,Stony,Found,4568
Asuka 881860,248.62,1988,-72.0,26.0,LL4,Stony,Found,4569
Asuka 881861,317.16,1988,-72.0,26.0,L6,Stony,Found,4570
Asuka 881862,178.87,1988,-72.0,26.0,L6,Stony,Found,4571
Asuka 881863,86.7,1988,-72.0,26.0,H4,Stony,Found,4572
Asuka 881864,27.58,1988,-72.0,26.0,L6,Stony,Found,4573
Asuka 881865,19.62,1988,-72.0,26.0,LL4,Stony,Found,4574
Asuka 881866,82.33,1988,-72.0,26.0,LL3,Stony,Found,4575
Asuka 881867,44.28,1988,-72.0,26.0,L6,Stony,Found,4576
Asuka 881868,177.22,1988,-72.0,26.0,H5,Stony,Found,4577
Asuka 881869,216.37,1988,-72.0,26.0,LL6,Stony,Found,4578
Asuka 881870,116.48,1988,-72.0,26.0,LL4,Stony,Found,4579
Asuka 881871,113.37,1988,-72.0,26.0,H4,Stony,Found,4580
Asuka 881872,81.9,1988,-72.0,26.0,LL3,Stony,Found,4581
Asuka 881873,83.28,1988,-72.0,26.0,LL3,Stony,Found,4582
Asuka 881874,87.49,1988,-72.0,26.0,LL3,Stony,Found,4583
Asuka 881875,32.48,1988,-72.0,26.0,H3,Stony,Found,4584
Asuka 881876,212.66,1988,-72.0,26.0,LL3,Stony,Found,4585
Asuka 881877,2569.0,1988,-72.0,26.0,L4,Stony,Found,4586
Asuka 881880,72.03,1988,-72.0,26.0,H4,Stony,Found,4589
Asuka 881881,19.27,1988,-72.0,26.0,H4,Stony,Found,4590
Asuka 881882,32.59,1988,-72.0,26.0,H4,Stony,Found,4591
Asuka 881883,51.3,1988,-72.0,26.0,H4,Stony,Found,4592
Asuka 881884,148.58,1988,-72.0,26.0,H5,Stony,Found,4593
Asuka 881885,40.81,1988,-72.0,26.0,L6,Stony,Found,4594
Asuka 881886,137.08,1988,-72.0,26.0,LL3,Stony,Found,4595
Asuka 881887,2095.0,1988,-72.0,26.0,LL6,Stony,Found,4596
Asuka 881888,365.95,1988,-72.0,26.0,H4,Stony,Found,4597
Asuka 881889,897.06,1988,-72.0,26.0,H6,Stony,Found,4598
Asuka 881891,174.58,1988,-72.0,26.0,H5,Stony,Found,4600
Asuka 881892,25.74,1988,-72.0,26.0,H5,Stony,Found,4601
Asuka 881893,87.58,1988,-72.0,26.0,H6,Stony,Found,4602
Asuka 881895,10.23,1988,-72.0,26.0,L6,Stony,Found,4604
Asuka 881896,558.594,1988,-72.0,26.0,L6,Stony,Found,4605
Asuka 881897,241.66,1988,-72.0,26.0,L6,Stony,Found,4606
Asuka 881899,6567.0,1988,-72.0,26.0,LL3,Stony,Found,4608
Asuka 881900,957.99,1988,-72.0,26.0,LL6,Stony,Found,4609
Asuka 881901,103.46,1988,-72.0,26.0,L6,Stony,Found,4610
Asuka 881902,907.87,1988,-72.0,26.0,Acapulcoite,Stony,Found,4611
Asuka 881903,274.2,1988,-72.0,26.0,L6,Stony,Found,4612
Asuka 881904,84.79,1988,-72.0,26.0,L6,Stony,Found,4613
Asuka 881905,23.77,1988,-72.0,26.0,L6,Stony,Found,4614
Asuka 881906,202.53,1988,-72.0,26.0,LL4,Stony,Found,4615
Asuka 881907,67.65,1988,-72.0,26.0,H4,Stony,Found,4616
Asuka 881908,144.37,1988,-72.0,26.0,H5,Stony,Found,4617
Asuka 881909,601.44,1988,-72.0,26.0,LL4,Stony,Found,4618
Asuka 881911,332.82,1988,-72.0,26.0,LL3,Stony,Found,4620
Asuka 881913,1625.0,1988,-72.0,26.0,LL3,Stony,Found,4622
Asuka 881914,62.5,1988,-72.0,26.0,H4,Stony,Found,4623
Asuka 881915,111.18,1988,-72.0,26.0,L3,Stony,Found,4624
Asuka 881916,69.16,1988,-72.0,26.0,H4,Stony,Found,4625
Asuka 881918,306.84,1988,-72.0,26.0,LL3,Stony,Found,4627
Asuka 881919,832.92,1988,-72.0,26.0,L3,Stony,Found,4628
Asuka 881920,31.37,1988,-72.0,26.0,L5,Stony,Found,4629
Asuka 881921,55.38,1988,-72.0,26.0,H4,Stony,Found,4630
Asuka 881922,42.11,1988,-72.0,26.0,H6,Stony,Found,4631
Asuka 881923,100.05,1988,-72.0,26.0,LL3,Stony,Found,4632
Asuka 881924,170.4,1988,-72.0,26.0,L6,Stony,Found,4633
Asuka 881926,84.03,1988,-72.0,26.0,H4,Stony,Found,4635
Asuka 881927,11.84,1988,-72.0,26.0,H6,Stony,Found,4636
Asuka 881928,59.8,1988,-72.0,26.0,H5,Stony,Found,4637
Asuka 881929,190.85,1988,-72.0,26.0,H5,Stony,Found,4638
Asuka 881930,19.22,1988,-72.0,26.0,EL6,Stony,Found,4639
Asuka 881931,153.62,1988,-72.0,26.0,Ureilite,Stony,Found,4640
Asuka 881932,58.24,1988,-72.0,26.0,L6,Stony,Found,4641
Asuka 881933,41.69,1988,-72.0,26.0,H6,Stony,Found,4642
Asuka 881934,92.26,1988,-72.0,26.0,H5,Stony,Found,4643
Asuka 881935,69.96,1988,-72.0,26.0,L6,Stony,Found,4644
Asuka 881936,486.93,1988,-72.0,26.0,H5,Stony,Found,4645
Asuka 881937,104.65,1988,-72.0,26.0,L6,Stony,Found,4646
Asuka 881938,71.8,1988,-72.0,26.0,H4,Stony,Found,4647
Asuka 881939,32.4,1988,-72.0,26.0,H5,Stony,Found,4648
Asuka 881940,264.58,1988,-72.0,26.0,H4,Stony,Found,4649
Asuka 881941,92.31,1988,-72.0,26.0,H3,Stony,Found,4650
Asuka 881943,66.13,1988,-72.0,26.0,H3,Stony,Found,4652
Asuka 881944,79.66,1988,-72.0,26.0,Diogenite,Stony,Found,4653
Asuka 881945,64.29,1988,-72.0,26.0,H5,Stony,Found,4654
Asuka 881949,528.12,1988,-72.0,26.0,H5,Stony,Found,4658
Asuka 881950,141.25,1988,-72.0,26.0,L5,Stony,Found,4659
Asuka 881951,23.88,1988,-72.0,26.0,CK4,Stony,Found,4660
Asuka 881953,11.62,1988,-72.0,26.0,H4,Stony,Found,4662
Asuka 881954,28.54,1988,-72.0,26.0,L6,Stony,Found,4663
Asuka 881955,40.0,1988,-72.0,26.0,CM2,Stony,Found,4664
Asuka 881956,26.54,1988,-72.0,26.0,H4,Stony,Found,4665
Asuka 881957,49.03,1988,-72.0,26.0,H4,Stony,Found,4666
Asuka 881958,154.06,1988,-72.0,26.0,H5,Stony,Found,4667
Asuka 881959,30.24,1988,-72.0,26.0,H6,Stony,Found,4668
Asuka 881960,89.3,1988,-72.0,26.0,L3,Stony,Found,4669
Asuka 881961,24.95,1988,-72.0,26.0,H4,Stony,Found,4670
Asuka 881962,58.77,1988,-72.0,26.0,H6,Stony,Found,4671
Asuka 881963,26.33,1988,-72.0,26.0,L5,Stony,Found,4672
Asuka 881965,10.1,1988,-72.0,26.0,H4,Stony,Found,4674
Asuka 881966,62.25,1988,-72.0,26.0,H4,Stony,Found,4675
Asuka 881967,263.57,1988,-72.0,26.0,L3,Stony,Found,4676
Asuka 881968,26.04,1988,-72.0,26.0,H5,Stony,Found,4677
Asuka 881970,307.0,1988,-72.0,26.0,H4,Stony,Found,4679
Asuka 881971,33.91,1988,-72.0,26.0,L6,Stony,Found,4680
Asuka 881972,393.47,1988,-72.0,26.0,L3,Stony,Found,4681
Asuka 881973,18.86,1988,-72.0,26.0,H4,Stony,Found,4682
Asuka 881974,957.42,1988,-72.0,26.0,L6,Stony,Found,4683
Asuka 881975,38.72,1988,-72.0,26.0,L5,Stony,Found,4684
Asuka 881976,3327.0,1988,-72.0,26.0,H4,Stony,Found,4685
Asuka 881978,1650.55,1988,-72.0,26.0,L6,Stony,Found,4687
Asuka 881979,731.29,1988,-72.0,26.0,L6,Stony,Found,4688
Asuka 881980,400.9,1988,-72.0,26.0,H4,Stony,Found,4689
Asuka 881981,810.36,1988,-72.0,26.0,LL3,Stony,Found,4690
Asuka 881982,120.3,1988,-72.0,26.0,H4,Stony,Found,4691
Asuka 881983,7.95,1988,-72.0,26.0,H6,Stony,Found,4692
Asuka 881984,35.73,1988,-72.0,26.0,L6,Stony,Found,4693
Asuka 881985,16.54,1988,-72.0,26.0,H5,Stony,Found,4694
Asuka 881986,10147.0,1988,-72.0,26.0,L6,Stony,Found,4695
Asuka 881987,89.02,1988,-72.0,26.0,H5,Stony,Found,4696
Asuka 881988,171.9,1988,-72.0,26.0,R4,Stony,Found,4697
Asuka 881989,38.62,1988,-72.0,26.0,Ureilite,Stony,Found,4698
Asuka 881990,123.43,1988,-72.0,26.0,H4,Stony,Found,4699
Asuka 881991,1071.19,1988,-72.0,26.0,L6,Stony,Found,4700
Asuka 881993,144.89,1988,-72.0,26.0,L6,Stony,Found,4702
Asuka 881994,14.87,1988,-72.0,26.0,LL6,Stony,Found,4703
Asuka 881995,92.7,1988,-72.0,26.0,L6,Stony,Found,4704
Asuka 881996,36.46,1988,-72.0,26.0,L6,Stony,Found,4705
Asuka 881997,152.48,1988,-72.0,26.0,LL3,Stony,Found,4706
Asuka 881998,33.47,1988,-72.0,26.0,H4,Stony,Found,4707
Asuka 881999,201.75,1988,-72.0,26.0,H4,Stony,Found,4708
Asuka 882001,305.31,1988,-72.0,26.0,L6,Stony,Found,4710
Asuka 882002,851.63,1988,-72.0,26.0,H4,Stony,Found,4711
Asuka 882003,639.33,1988,-72.0,26.0,L6,Stony,Found,4712
Asuka 882004,375.5,1988,-72.0,26.0,H3.7,Stony,Found,4713
Asuka 882005,1131.49,1988,-72.0,26.0,H3,Stony,Found,4714
Asuka 882006,43.36,1988,-72.0,26.0,H4,Stony,Found,4715
Asuka 882007,305.97,1988,-72.0,26.0,L4,Stony,Found,4716
Asuka 882008,833.23,1988,-72.0,26.0,L6,Stony,Found,4717
Asuka 882009,89.96,1988,-72.0,26.0,H5,Stony,Found,4718
Asuka 882010,83.06,1988,-72.0,26.0,L4,Stony,Found,4719
Asuka 882011,10.11,1988,-72.0,26.0,H4,Stony,Found,4720
Asuka 882012,18.92,1988,-72.0,26.0,L6,Stony,Found,4721
Asuka 882013,24.63,1988,-72.0,26.0,LL4,Stony,Found,4722
Asuka 882014,45.21,1988,-72.0,26.0,L,Stony,Found,4723
Asuka 882015,32.11,1988,-72.0,26.0,H4,Stony,Found,4724
Asuka 882016,47.24,1988,-72.0,26.0,H4,Stony,Found,4725
Asuka 882017,567.67,1988,-72.0,26.0,H5,Stony,Found,4726
Asuka 882018,60.66,1988,-72.0,26.0,L,Stony,Found,4727
Asuka 882019,230.6,1988,-72.0,26.0,L,Stony,Found,4728
Asuka 882020,41.85,1988,-72.0,26.0,L6,Stony,Found,4729
Asuka 882021,3547.0,1988,-72.0,26.0,L6,Stony,Found,4730
Asuka 882022,256.61,1988,-72.0,26.0,L6,Stony,Found,4731
Asuka 882023,1115.45,1988,-72.0,26.0,Mesosiderite,Stony-Iron,Found,4732
Asuka 882024,107.44,1988,-72.0,26.0,H5,Stony,Found,4733
Asuka 882026,1446.84,1988,-72.0,26.0,L6,Stony,Found,4735
Asuka 882028,10.17,1988,-72.0,26.0,H5,Stony,Found,4737
Asuka 882029,273.4,1988,-72.0,26.0,L6,Stony,Found,4738
Asuka 882030,335.19,1988,-72.0,26.0,H5,Stony,Found,4739
Asuka 882031,328.29,1988,-72.0,26.0,L6,Stony,Found,4740
Asuka 882033,51.63,1988,-72.0,26.0,L6,Stony,Found,4742
Asuka 882034,72.83,1988,-72.0,26.0,L6,Stony,Found,4743
Asuka 882035,280.55,1988,-72.0,26.0,L6,Stony,Found,4744
Asuka 882036,123.35,1988,-72.0,26.0,L6,Stony,Found,4745
Asuka 882037,142.28,1988,-72.0,26.0,L6,Stony,Found,4746
Asuka 882038,303.89,1988,-72.0,26.0,L3,Stony,Found,4747
Asuka 882039,383.92,1988,-72.0,26.0,EL6,Stony,Found,4748
Asuka 882040,212.85,1988,-72.0,26.0,L6,Stony,Found,4749
Asuka 882041,149.88,1988,-72.0,26.0,L6,Stony,Found,4750
Asuka 882042,2504.0,1988,-72.0,26.0,H4,Stony,Found,4751
Asuka 882043,27.7,1988,-72.0,26.0,H5,Stony,Found,4752
Asuka 882045,58.14,1988,-72.0,26.0,H4,Stony,Found,4754
Asuka 882046,90.7,1988,-72.0,26.0,H5,Stony,Found,4755
Asuka 882047,15.82,1988,-72.0,26.0,H5,Stony,Found,4756
Asuka 882048,492.3,1988,-72.0,26.0,L6,Stony,Found,4757
Asuka 882049,250.83,1988,-72.0,26.0,H6,Stony,Found,4758
Asuka 882051,83.16,1988,-72.0,26.0,L6,Stony,Found,4760
Asuka 882052,136.94,1988,-72.0,26.0,L6,Stony,Found,4761
Asuka 882053,63.59,1988,-72.0,26.0,H3,Stony,Found,4762
Asuka 882054,869.7,1988,-72.0,26.0,H4,Stony,Found,4763
Asuka 882055,213.51,1988,-72.0,26.0,L4,Stony,Found,4764
Asuka 882056,40.19,1988,-72.0,26.0,L6,Stony,Found,4765
Asuka 882057,274.92,1988,-72.0,26.0,H4,Stony,Found,4766
Asuka 882058,2902.0,1988,-72.0,26.0,H4,Stony,Found,4767
Asuka 882059,33.52,1988,-72.0,26.0,EH3,Stony,Found,4768
Asuka 882060,554.12,1988,-72.0,26.0,H4,Stony,Found,4769
Asuka 882061,528.4,1988,-72.0,26.0,LL6,Stony,Found,4770
Asuka 882062,1728.59,1988,-72.0,26.0,H4,Stony,Found,4771
Asuka 882063,1171.38,1988,-72.0,26.0,H4,Stony,Found,4772
Asuka 882065,100.85,1988,-72.0,26.0,H6,Stony,Found,4774
Asuka 882066,104.54,1988,-72.0,26.0,LL6,Stony,Found,4775
Asuka 882067,15.62,1988,-72.0,26.0,EL3,Stony,Found,4776
Asuka 882068,303.14,1988,-72.0,26.0,L4,Stony,Found,4777
Asuka 882069,264.61,1988,-72.0,26.0,H4,Stony,Found,4778
Asuka 882070,65.48,1988,-72.0,26.0,L4,Stony,Found,4779
Asuka 882071,16.83,1988,-72.0,26.0,H5,Stony,Found,4780
Asuka 882073,296.44,1988,-72.0,26.0,H3,Stony,Found,4782
Asuka 882074,251.96,1988,-72.0,26.0,LL4,Stony,Found,4783
Asuka 882076,269.73,1988,-72.0,26.0,H6,Stony,Found,4785
Asuka 882078,14.03,1988,-72.0,26.0,H5,Stony,Found,4787
Asuka 882079,28.97,1988,-72.0,26.0,H5,Stony,Found,4788
Asuka 882081,89.06,1988,-72.0,26.0,H4,Stony,Found,4790
Asuka 882082,48.97,1988,-72.0,26.0,H5,Stony,Found,4791
Asuka 882083,569.07,1988,-72.0,26.0,H6,Stony,Found,4792
Asuka 882084,151.56,1988,-72.0,26.0,LL4,Stony,Found,4793
Asuka 882085,101.24,1988,-72.0,26.0,L6,Stony,Found,4794
Asuka 882086,107.78,1988,-72.0,26.0,H3,Stony,Found,4795
Asuka 882087,213.2,1988,-72.0,26.0,L6,Stony,Found,4796
Asuka 882088,11.37,1988,-72.0,26.0,L,Stony,Found,4797
Asuka 882089,19.42,1988,-72.0,26.0,H4,Stony,Found,4798
Asuka 882090,12.56,1988,-72.0,26.0,L6,Stony,Found,4799
Asuka 882091,189.63,1988,-72.0,26.0,H5,Stony,Found,4800
Asuka 882092,73.81,1988,-72.0,26.0,LL4,Stony,Found,4801
Asuka 882093,1606.34,1988,-72.0,26.0,H4,Stony,Found,4802
Asuka 882094,112.89,1988,-72.0,26.0,CO3,Stony,Found,4803
Asuka 882095,133.64,1988,-72.0,26.0,H4,Stony,Found,4804
Asuka 882096,56.75,1988,-72.0,26.0,L5,Stony,Found,4805
Asuka 882097,280.77,1988,-72.0,26.0,L4,Stony,Found,4806
Asuka 882098,180.9,1988,-72.0,26.0,LL4,Stony,Found,4807
Asuka 882099,22.19,1988,-72.0,26.0,LL4,Stony,Found,4808
Asuka 882101,35.62,1988,-72.0,26.0,L6,Stony,Found,4810
Asuka 882102,992.45,1988,-72.0,26.0,L3,Stony,Found,4811
Asuka 882103,126.01,1988,-72.0,26.0,LL6,Stony,Found,4812
Asuka 882104,14.31,1988,-72.0,26.0,L6,Stony,Found,4813
Asuka 882105,61.9,1988,-72.0,26.0,H4,Stony,Found,4814
Asuka 882106,290.34,1988,-72.0,26.0,L6,Stony,Found,4815
Asuka 882107,23.58,1988,-72.0,26.0,L6,Stony,Found,4816
Asuka 882108,532.11,1988,-72.0,26.0,L4,Stony,Found,4817
Asuka 882109,171.03,1988,-72.0,26.0,L,Stony,Found,4818
Asuka 882110,66.21,1988,-72.0,26.0,H4,Stony,Found,4819
Asuka 882111,59.27,1988,-72.0,26.0,LL5,Stony,Found,4820
Asuka 882113,53.98,1988,-72.0,26.0,C4,Stony,Found,4822
Asuka 882114,855.61,1988,-72.0,26.0,L6,Stony,Found,4823
Asuka 882115,86.06,1988,-72.0,26.0,H4,Stony,Found,4824
Asuka 882116,163.8,1988,-72.0,26.0,H4,Stony,Found,4825
Asuka 882118,48.61,1988,-72.0,26.0,LL3,Stony,Found,4827
Asuka 882119,219.62,1988,-72.0,26.0,L4,Stony,Found,4828
Asuka 882120,155.59,1988,-72.0,26.0,H4,Stony,Found,4829
Asuka 882121,3686.0,1988,-72.0,26.0,H6,Stony,Found,4830
Asuka 882122,214.93,1988,-72.0,26.0,H4,Stony,Found,4831
Asuka 882123,21.83,1988,-72.0,26.0,H3,Stony,Found,4832
Camel Donga 040,55.1,1988,-30.3167,126.6167,CV3-an,Stony,Found,5243
Deakin 010,438.0,1988,-30.573,128.5637,Eucrite-mmict,Stony,Found,55718
Derrick Peak 88017,63000.0,1988,-80.0667,156.3833,"Iron, IIAB",Iron,Found,6668
Derrick Peak 88018,4000.0,1988,-80.0667,156.3833,"Iron, IIAB",Iron,Found,6669
Derrick Peak 88019,1700.0,1988,-80.0667,156.3833,"Iron, IIAB",Iron,Found,6670
Derrick Peak 88020,416.0,1988,-80.0667,156.3833,"Iron, IIAB",Iron,Found,6671
Derrick Peak 88021,662.0,1988,-80.0667,156.3833,"Iron, IIAB",Iron,Found,6672
Derrick Peak 88022,110.0,1988,-80.0667,156.3833,"Iron, IIAB",Iron,Found,6673
Derrick Peak 88023,76.0,1988,-80.0667,156.3833,"Iron, IIAB",Iron,Found,6674
Derrick Peak 88024,292.0,1988,-80.0667,156.3833,"Iron, IIAB",Iron,Found,6675
Derrick Peak 88025,1797.0,1988,-80.0667,156.3833,"Iron, IIAB",Iron,Found,6676
Ghéizel,375.0,1988,29.6597,20.0861,H4,Stony,Found,10908
Lake Machattie,2600.0,1988,-24.8333,139.8,H5,Stony,Found,12445
Lea County 001,498.0,1988,32.0333,-103.15,H5,Stony,Found,12750
Lea County 002,11.0,1988,32.0333,-103.1667,K3,Stony,Found,12751
Lewis Cliff 88001,44.9,1988,-84.2755,161.4498,CM2,Stony,Found,13756
Lewis Cliff 88002,7.2,1988,-84.2804,161.3685,CM2,Stony,Found,13757
Lewis Cliff 88003,1.7,1988,-84.2747,161.3778,CM2,Stony,Found,13758
Lewis Cliff 88005,253.9,1988,-84.2495,161.3878,Eucrite-pmict,Stony,Found,13759
Lewis Cliff 88006,27.0,1988,-84.2816,161.3414,Ureilite,Stony,Found,13760
Lewis Cliff 88007,8.4,1988,-84.2759,161.4107,Eucrite-pmict,Stony,Found,13761
Lewis Cliff 88008,17.9,1988,-84.2385,161.4864,Diogenite,Stony,Found,13762
Lewis Cliff 88009,11.7,1988,-84.2738,161.3755,Eucrite-unbr,Stony,Found,13763
Lewis Cliff 88010,7.1,1988,-84.2358,161.4741,Eucrite-unbr,Stony,Found,13764
Lewis Cliff 88011,2.0,1988,-84.2804,161.3876,Diogenite,Stony,Found,13765
Lewis Cliff 88012,3.8,1988,-84.2477,161.4252,Ureilite,Stony,Found,13766
Lewis Cliff 88013,219.1,1988,-84.276,161.3415,H5,Stony,Found,13767
